species,country_of_origin,region,harvest_year,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,color
Arabica,Brazil,grama valley,2012,7.42,7.58,7.25,7.5,7.33,7.5,10,10,10,7.33,0.12,Green
Arabica,Guatemala,oriente,2017,7.42,7.5,7.25,7.5,7.33,7.42,10,10,10,7.42,0.1,Green
Arabica,Costa Rica,tarrazu,2016,7.25,7.33,7.5,7.33,7.67,7.42,10,10,10,7.33,0,Green
Arabica,Brazil,monte carmelo,2016,7.42,7.5,7.42,7.5,7.42,7.25,10,10,10,7.33,0.11,Green
Arabica,Indonesia,bali,2015,7.75,7.83,7.58,7.75,7.92,7.83,10,10,10,5.17,0.11,Green
Arabica,Guatemala,norte,2015,7.58,7.5,7.33,7.42,7.58,7.25,10,10,10,7.17,0.1,Green
Arabica,Brazil,south of minas,2015/2016,7.17,7.58,6.83,7.5,7.75,7.25,10,10,10,7.75,0,Green
Arabica,Brazil,south of minas,2015/2016,7.58,7,6.92,6.92,7.67,7.5,10,10,10,8.25,0,Green
Arabica,Myanmar,ywar ngan,2015,7.33,7.58,7.5,7.42,7.33,7.33,10,10,10,7.33,0,Green
Arabica,Mexico,chiapas,2015,7.58,7.5,7.33,7.5,7.17,7.33,10,10,10,7.42,0.11,Green
Arabica,Honduras,marcala,2015,7.5,7.5,7.33,7.5,7.42,7.25,10,10,10,7.33,0.12,Green
Arabica,Costa Rica,tres rios,2015,7.67,7.5,7.5,7.25,7.08,7.42,10,10,10,7.42,0.09,Green
Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區",2014,7.67,7.33,7.17,7.25,7.75,7.33,10,10,10,7.33,0,Green
Arabica,Indonesia,lington nihuta,2014,7.42,7.42,7.42,7.33,7.42,7.42,10,10,10,7.42,0.11,None
Arabica,Malawi,kakoma,2014,7.58,7.42,7.33,7.33,7.33,7.42,10,10,10,7.42,0.13,Green
Arabica,Brazil,south of minas,2014/2015,7.33,7.58,7.25,7.17,7.83,7.33,10,10,10,7.33,0.11,Green
Arabica,Honduras,comayagua,2014,7.5,7.5,7.33,7.33,7.33,7.33,10,10,10,7.5,0.1,Green
Arabica,Mexico,"siltepec el triunfo, chiapas, mexico",2014,7.42,7.42,7.25,7.5,7.33,7.42,10,10,10,7.5,0.11,Green
Arabica,Colombia,huila,2013,7.5,7.5,7,7.42,7.5,7.58,10,10,10,7.33,0,Bluish-Green
Arabica,United States (Hawaii),kona,2012,7.83,7.83,7.83,8,7.83,7.83,10,6.67,10,8,0,Bluish-Green
Arabica,Brazil,sul de minas,2012,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,7.83,0.12,Bluish-Green
Arabica,Guatemala,oriente,2013,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10,9.33,7.5,0.11,Green
Arabica,Mexico,veracruz,2012,7.83,7.33,7.25,7.58,7.25,7.33,10,10,10,7.25,0.12,Green
Arabica,Mexico,coatepec,2012,7.33,7.33,7.25,7.5,7.5,7.5,10,10,10,7.42,0.12,Green
Arabica,Guatemala,san marcos,2017,7.5,7.5,7.25,7.42,7.42,7.33,10,10,10,7.33,0.11,Green
Arabica,Vietnam,vietnam,2014,7,7.08,7.33,7.5,7.5,7.33,10,10,10,8,0.12,Bluish-Green
Arabica,"Tanzania, United Republic Of",ngorogoro,2014,7.42,7.42,7.42,7.42,7.33,7.33,10,10,10,7.42,0.12,Bluish-Green
Arabica,Mexico,"tenango de doria, hidalgo",2012,7.5,7.5,7.33,7.42,7.25,7.25,10,10,10,7.5,0.13,None
Arabica,Mexico,tepictla,2012,7.42,7.5,7.17,7.67,7.33,7.42,10,10,10,7.25,0.13,Green
Arabica,Mexico,oaxaca,2012,7.42,7.5,7.33,7.58,7.33,7.33,10,10,10,7.25,0.11,Green
Arabica,Mexico,la concordia,2012,7.33,7.42,7.33,7.67,7.42,7.25,10,10,10,7.33,0.12,Green
Arabica,Colombia,huila,2011,7.33,7.42,7.33,7.33,7.5,7.67,10,10,10,7.17,0,Green
Arabica,Brazil,south of minas,2017 / 2018,7.42,7.5,7.25,7.5,7.5,7.25,10,10,10,7.25,0.11,Green
Arabica,Guatemala,san marcos,2017,7.42,7.42,7.08,7.42,7.33,7.42,10,10,10,7.58,0.1,Green
Arabica,Guatemala,santa rosa,2017,7.42,7.33,7.17,7.67,7.33,7.42,10,10,10,7.33,0.12,Green
Arabica,Honduras,marcala,2016,7.58,7.5,7.33,7.33,7.42,7.25,10,10,10,7.25,0.11,Blue-Green
Arabica,"Tanzania, United Republic Of",mbinga,2016,7.17,7.33,7.33,7.42,7.5,7.33,10,10,10,7.58,0,Green
Arabica,Brazil,south of minas,2015/2016,7.25,7.75,6.92,7.42,7.5,7.58,10,10,10,7.25,0,Green
Arabica,"Tanzania, United Republic Of",mbinga,2014,7.42,7.33,7.25,7.42,7.5,7.42,10,10,10,7.33,0.12,Green
Arabica,"Tanzania, United Republic Of","ilomba vilage, mbozi",2013,7.33,7.33,7.5,7.25,7.42,7.33,10,10,10,7.5,0.12,Green
Arabica,Brazil,south of minas,2014/2015,7.25,7.42,7.25,7.5,7.5,7.42,10,10,10,7.33,0.1,Green
Arabica,Indonesia,bener meriah,2013,7.17,7.42,7.33,7.42,7.33,7.42,10,10,10,7.58,0.11,Bluish-Green
Arabica,Honduras,comayagua,2014,7.5,7.33,7.5,7.5,7.17,7.17,10,10,10,7.5,0.1,Green
Arabica,Costa Rica,tarrazu,2013,7.5,7.17,7.17,7.17,7.5,7.08,10,10,10,8.08,0.11,Green
Arabica,Mexico,veracruz,2014,7.42,7.42,7.67,8,7.58,7.5,9.33,9.33,10,7.42,0,Green
Arabica,Taiwan,changhua baguashan 彰化市八卦山,2013/2014,7.5,7.5,7.5,7.25,7.42,7.25,10,10,10,7.25,0.11,Green
Arabica,Taiwan,nantou,2013/2014,7.58,7.42,7.33,7.42,7.33,7.33,10,10,10,7.25,0.11,Green
Arabica,Mexico,"la concordia, chiapas",2013,7.5,7.42,7.08,7.58,7.33,7.33,10,10,10,7.42,0.12,Green
Arabica,Guatemala,jalapa,2012,7.5,7.67,7.33,7.33,7.33,7.33,10,10,10,7.17,0.11,Green
Arabica,Mexico,tuxtla gutierrez,2012,7.25,7.67,7.58,7.67,7.67,7.58,8.67,10,10,7.58,0.13,Green
Arabica,Mexico,yajalon,2012,7.67,7.25,7.17,7.75,7.5,7.25,10,10,10,7.08,0.11,Green
Arabica,Mexico,veracruz,2012,7.5,7.42,7.33,7.42,7.42,7.42,10,10,10,7.17,0.11,Green
Arabica,Mexico,"la concordia, chiapas",2012,7.58,7.42,7.25,7.58,7.25,7.17,10,10,10,7.42,0.11,Green
Arabica,Mexico,"sacún palma, municipio de chilón, chiapas",2012,7.75,7.58,7.25,7.17,7.58,7.33,9.33,10,10,7.67,0.11,Green
Arabica,United States (Hawaii),kona,2012,7.42,7.33,7.33,7.33,7.17,7.83,10,10,10,7.25,0.1,Green
Arabica,Honduras,western region,2018,7.5,7.42,7.08,7.42,7.5,7.33,10,10,10,7.33,0.11,Blue-Green
Arabica,Guatemala,huehuetenango,2017,7.42,7.42,7.08,7.5,7.42,7.33,10,10,10,7.42,0.12,Green
Arabica,Taiwan,natou county,2016,7.42,7.42,7.25,7.67,7.33,7.25,10,10,10,7.25,0.1,Blue-Green
Arabica,Costa Rica,turrialba,2015,7.58,7.42,7.5,7.17,7.08,7.58,10,10,10,7.25,0.12,Green
Arabica,"Tanzania, United Republic Of","oldeani , mongola",2014,7.42,7.42,7.33,7.42,7.42,7.33,10,10,10,7.25,0.12,Green
Arabica,Malawi,mzuzu,2014,7.42,7.42,7.17,7.58,7.33,7.33,10,10,10,7.33,0.13,Green
Arabica,Brazil,south of minas,2013/2014,7.42,7.42,7.33,7.33,7.5,7.25,10,10,10,7.33,0.12,Blue-Green
Arabica,Guatemala,oriente,2013,7.42,7.33,7.17,7.58,7.42,7.5,10,10,10,7.17,0.12,Green
Arabica,Mexico,"la concordia, chiapas",2013,7.67,7.5,7.42,7.5,6.75,7.42,10,10,10,7.33,0.12,Green
Arabica,Guatemala,santa rosa,2017,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10,10,7.58,0.1,Green
Arabica,Nicaragua,jalapa,2017,7.5,7.42,7.33,7.33,7.25,7.33,10,10,10,7.33,0.11,Green
Arabica,Honduras,comayagua,2017,7.5,7.5,7.33,7.42,7.17,7.25,10,10,10,7.33,0.1,Green
Arabica,Guatemala,santa rosa,2017,7.5,7.42,7.25,7.25,7.5,7.25,10,10,10,7.33,0.12,Green
Arabica,Taiwan,古坑鄉荷包村尖山坑60號,2015,7.5,7.42,7.33,7.08,7.58,7.25,10,10,10,7.33,0.12,Green
Arabica,Myanmar,ywar ngan township,2015,7.25,7.42,7.25,7.5,7.33,7.33,10,10,10,7.42,0,Green
Arabica,Costa Rica,occidental,2014,7.83,7.33,7.08,7.08,7.33,7.5,10,10,10,7.33,0.12,Green
Arabica,Malawi,mzuzu,2014,7.67,7.42,6.92,7.5,7.5,7.17,10,10,10,7.33,0.12,Green
Arabica,Guatemala,oriente,2014,7.5,7.42,7.17,7.58,7.25,7.42,10,10,10,7.17,0.12,Green
Arabica,Taiwan,natou county,2014,7.42,7.33,7.67,7.33,7.42,7.5,10,10,9.33,7.5,0.11,Blue-Green
Arabica,Brazil,sul de minas,2014,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,7.75,0,Green
Arabica,Haiti,"dondon, haiti",2013,7.42,7.33,7.25,7.42,7.42,7.33,10,10,10,7.33,0.11,Bluish-Green
Arabica,Taiwan,taichung xinshe 台中市新社區,2013/2014,7.5,7.42,7.25,7.25,7.33,7.33,10,10,10,7.42,0.11,Green
Arabica,Mexico,"la concordia, chiapas",2013,7.33,7.33,7.17,7.42,7.5,7.5,10,10,10,7.25,0.13,Green
Arabica,Mexico,amatenango de la frontera,2012,7.58,7.42,7.25,7.42,7.33,7.33,10,10,10,7.17,0.12,Green
Arabica,Mexico,temaxcalapa,2012,7.42,7.25,7.17,7.42,7.17,8,10,10,10,7.08,0.12,Green
Arabica,Mexico,manzanillo,2012,7.33,7.5,7.33,7.33,7.33,7.42,10,10,10,7.25,0.11,Green
Arabica,Mexico,tapachula,2012,7.42,7.42,7.33,7.17,7.25,7.42,10,10,10,7.5,0.13,Green
Arabica,Mexico,atoyac de alvarez,2012,7.5,7.5,7.25,7.5,7.42,7.58,9.33,10,10,7.42,0.11,Green
Arabica,Indonesia,ijen,2012,7.75,7.17,7.17,7.33,7.58,7.33,10,10,10,7.17,0.12,Green
Arabica,Brazil,sul de minas,2012,7.5,7.42,7.17,7.42,7.5,7.33,10,10,10,7.17,0.12,Blue-Green
Arabica,Guatemala,oriente,2012,7.33,7.5,7.33,7.42,7.17,7.33,10,10,10,7.42,0.11,Green
Arabica,Mexico,veracruz,2017,7.58,7.33,7.08,7.33,7.5,7.33,10,10,10,7.25,0.12,Green
Arabica,Guatemala,san marcos,2016,7.42,7.33,7.08,7.58,7.33,7.25,10,10,10,7.42,0.1,Green
Arabica,Brazil,cerrado,2015/2016,7.33,7.5,7.5,7.33,6.83,7.42,10,10,10,7.5,0.11,Green
Arabica,Honduras,marcala,2015,7.5,7.33,7.17,7.25,7.5,7.42,10,10,10,7.25,0.12,Green
Arabica,Taiwan,苗栗三灣,2014,7.83,7.75,7.42,7.17,7.08,7.08,10,10,10,7.08,0.12,Green
Arabica,Malawi,mzuzu,2014,7.58,7.17,7.33,7.42,7.08,7.42,10,10,10,7.42,0.12,Bluish-Green
Arabica,Brazil,south of minas,2014/2015,7.25,7.5,7.42,7.17,7.33,7.33,10,10,10,7.42,0,Green
Arabica,Guatemala,"san lucas toliman, solola",2014,7.42,7.5,7.17,7.42,7.42,7.42,10,10,10,7.08,0.1,Green
Arabica,Mexico,siltepec el triunfo,2014,7.67,7.33,7.25,7.17,7.25,7.42,10,10,10,7.33,0,Green
Arabica,Peru,puno,2013,7.42,7.42,7.17,7.33,7.42,7.42,10,10,10,7.25,0.1,Bluish-Green
Arabica,Guatemala,oriente,2013,7.42,7.33,7.25,7.42,7.42,7.5,10,10,10,7.08,0.12,Green
Arabica,Mexico,"huazalingo, hidalgo",2012,7.42,7.33,7.25,7.17,7.25,7.42,10,10,10,7.58,0.13,None
Arabica,Colombia,huila,2011,7.5,7.42,7.25,7.17,7.17,7.75,10,10,10,7.17,0.11,Green
Arabica,Honduras,comayagua,2016 / 2017,7.5,7.5,7,7.17,7.5,7.33,10,10,10,7.33,0.11,Bluish-Green
Arabica,Mexico,veracruz,2016,7.67,7.42,7,7.42,7.58,7.08,10,10,10,7.17,0.12,Green
Arabica,Brazil,cerrado,2015/2016,7.25,7.33,7.33,7.33,7.33,7.42,10,10,10,7.33,0.11,Green
Arabica,Honduras,marcala,2015,7.58,7.42,7.17,7.42,7.17,7.17,10,10,10,7.42,0.09,Green
Arabica,Brazil,mantiqueira de minas,2014/2015,7.17,7.33,7.42,7.25,7.42,7.33,10,10,10,7.42,0.12,Green
Arabica,Philippines,"davao city, region 11",2014,7.08,7.33,7.42,7.33,7.33,7.5,10,10,10,7.33,0.14,Green
Arabica,Malawi,mzuzu,2014,7.75,7.33,7.08,7.33,7.33,7.25,10,10,10,7.25,0.13,Green
Arabica,Honduras,san marcos,2014,7.33,7.33,7.17,7.33,7.5,7.33,10,10,10,7.33,0.12,Green
Arabica,Mexico,tapachula,2012,7.58,7.42,7.25,7.33,7.25,7.25,10,10,10,7.25,0.13,Green
Arabica,Mexico,veracruz,2012,7.33,7.25,7.17,7.42,7.58,7.33,10,10,10,7.25,0.12,None
Arabica,Taiwan,"dongshan dist., tainan city 台南市東山區",2015,7.83,7.75,7.67,7.83,7.83,7.75,9.33,10,10,5.25,0.12,Green
Arabica,Brazil,south of minas,2015/2016,7.17,7.42,7.17,7.08,6.92,8.17,10,10,10,7.33,0,Green
Arabica,Nicaragua,jinotega,2015,7.08,7.5,7.33,7.17,7.42,7.25,10,10,10,7.5,0.1,Green
Arabica,Honduras,marcala,2015,7.42,7.17,7.17,7.5,7.33,7.25,10,10,10,7.42,0.12,Green
Arabica,Guatemala,huehuetenango,2014,7.33,7.42,7.17,7.25,7.42,7.33,10,10,10,7.33,0.09,Bluish-Green
Arabica,"Tanzania, United Republic Of",karatu ngorogoro,2014,7.33,7.17,7.17,7.5,7.25,7.42,10,10,10,7.42,0.13,Green
Arabica,Taiwan,nantou,2013/2014,7.5,7.5,7.25,7.25,7.25,7.25,10,10,10,7.25,0.11,Green
Arabica,Guatemala,"sacatepequez, guatemala",2013,7.5,7.33,7.5,7.58,7,7.25,10,10,10,7.08,0.11,Green
Arabica,Mexico,motozintla,2012,7.42,7.42,7.33,7.33,7.5,7.42,9.33,10,10,7.5,0.12,Green
Arabica,Nicaragua,"dipilto, nueva segovia",2016,7.33,7.5,7.17,7.17,7.58,7.17,10,10,10,7.25,0.09,Green
Arabica,"Tanzania, United Republic Of","ruvuma, mbinga",2015/2016,7.67,7.17,7.17,7.33,7.5,7.17,10,10,10,7.17,0.12,Green
Arabica,Mexico,"chiapas, jaltenango",2015,7.75,7.58,7.08,7.25,7.08,7.25,10,10,10,7.17,0.12,Green
Arabica,Costa Rica,tres rios,2015,7.5,7.5,7.33,7.17,7.08,7.17,10,10,10,7.42,0.11,Bluish-Green
Arabica,Honduras,central region,2015,7.42,7.33,7,7.42,7.33,7.33,10,10,10,7.33,0.13,Green
Arabica,Thailand,chiangrai,2014,6.83,7.42,7.42,7.17,7.5,7.42,10,10,10,7.42,0.12,Blue-Green
Arabica,Philippines,corillera administrative,2014,7.25,7.25,7.25,7.08,7.58,7.5,10,10,10,7.25,0,None
Arabica,"Tanzania, United Republic Of",mbinga,2014,7.58,7.17,7.17,7.33,7.33,7.25,10,10,10,7.33,0.12,Bluish-Green
Arabica,Malawi,southern- zomba,2014,7.58,7.25,7.33,7.08,7.33,7.33,10,10,10,7.25,0.12,Green
Arabica,Costa Rica,central valley,2014,7.33,7.08,7.33,7.25,7.33,7.58,10,10,10,7.25,0.11,Green
Arabica,Brazil,monte carmelo,2013,7.42,7.42,7.17,7.42,7.33,7.25,10,10,10,7.17,0.11,Green
Arabica,Mexico,tapachula,2012,7.42,7.25,7.08,7.75,7.42,7.17,10,10,10,7.08,0.13,Green
Arabica,Guatemala,oriente,2012,7.42,7.25,7.33,7.25,7.25,7.42,10,10,10,7.25,0.12,Green
Arabica,Brazil,south of minas,2012,7.42,7.33,7.25,7.42,7.5,7.17,10,10,10,7.08,0.12,Green
Arabica,Brazil,alta paulista (sao paulo),2016,7.58,7.42,7.5,7.25,7.75,7.58,9.33,10,9.33,7.33,0.11,Green
Arabica,"Tanzania, United Republic Of","iwala village, mbeya rural",2014,7.42,7.33,7.33,7.25,7.25,7.33,10,10,10,7.17,0.13,Green
Arabica,Costa Rica,naranjo,2014,7.42,7.25,7.17,7.25,7.25,7.58,10,10,10,7.17,0.13,Green
Arabica,United States (Puerto Rico),yauco region,2013,7.67,7.75,7.67,7.58,7.58,7.67,6.67,10,10,8.5,0,Green
Arabica,Mexico,san fernando,2012,7.25,7.42,7.33,7.33,7.17,7.33,10,10,10,7.25,0.13,None
Arabica,Mexico,santo reyes nopala,2012,7.33,7.25,7.33,7.42,7.25,7.42,10,10,10,7.08,0.12,Green
Arabica,Mexico,santa maria sitepec,2012,7.33,7.33,7.25,7.42,7.25,7.25,10,10,10,7.25,0.11,Green
Arabica,Mexico,talpa de allende,2012,7.42,7.33,7.25,7.42,7.17,7.25,10,10,10,7.25,0.1,Green
Arabica,El Salvador,apaneca,2017,7.42,7.08,7.08,7.33,7.25,7.58,10,10,10,7.25,0,Green
Arabica,Brazil,grama valley,2016 / 2017,7.33,7.17,7.17,7.67,7.33,7.17,10,10,10,7.17,0.11,Bluish-Green
Arabica,Guatemala,norte,2016,7.42,7.25,7.17,7.5,7.25,7.17,10,10,10,7.25,0.09,Green
Arabica,Colombia,guayata,2016,7.67,7.5,7.42,5.25,7.67,7.75,10,10,10,7.75,0,Green
Arabica,Guatemala,oriente,2015,7.5,7.25,7,7.25,7.5,7.25,10,10,10,7.25,0.11,Green
Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區",2015,7.25,7.17,7.17,7.25,7.5,7.33,10,10,10,7.33,0.12,Bluish-Green
Arabica,Honduras,san marcos,2014,7.42,7.25,7.25,7.33,7.25,7.17,10,10,10,7.33,0.12,Green
Arabica,Brazil,cerrado,2014,7.67,7.75,7.83,7.75,7.83,7.75,10,6.67,10,7.75,0.12,Green
Arabica,"Tanzania, United Republic Of",arusha,2014,7.33,7.33,7.08,7.42,7.17,7.33,10,10,10,7.33,0.12,Green
Arabica,Uganda,eastern,2013,7.33,6.92,7.17,7.33,7.42,7.42,10,10,10,7.42,0.12,Green
Arabica,Taiwan,nantou,2013/2014,7.5,6.92,7.33,7.33,7.33,7.33,10,10,10,7.25,0.11,Green
Arabica,Thailand,thailand,2012,7.33,7.42,7.25,7.42,7.25,7.17,10,10,10,7.17,0,Green
Arabica,Mexico,"motozintla, chiapas",2012,7.08,7.33,7.33,7.33,7.42,7.25,10,10,10,7.25,0.12,Green
Arabica,Mexico,adolfo lopez mateos,2012,7.58,7.67,7.5,7.67,7.58,7.5,8,10,10,7.5,0,Green
Arabica,Taiwan,taiwan,2017,7.33,7.17,7.25,7.33,7.33,7.25,10,10,10,7.25,0,Blue-Green
Arabica,Guatemala,oriente,2017,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,7.5,0.1,Green
Arabica,Kenya,kiambu,2017,7.17,7.58,7.5,7.5,8,7.75,10,10,10,5.42,0.11,Green
Arabica,Mexico,veracruz,2017,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10,10,7.33,0.11,Green
Arabica,United States (Hawaii),kona,2014,7.42,7.08,7.17,7.17,7.58,7.25,10,10,10,7.25,0.1,Bluish-Green
Arabica,"Tanzania, United Republic Of","manyara, karatu",2014,7.33,7.17,7.17,7.25,7.42,7.33,10,10,10,7.25,0.12,Green
Arabica,Brazil,mantiqueira de minas,2014/2015,7.25,7.33,7.25,7.25,7.25,7.33,10,10,10,7.25,0.12,Green
Arabica,Taiwan,台中新社,2014,7.92,7.67,7.33,7.08,7.08,7.08,10,10,10,6.75,0.09,Green
Arabica,Brazil,south of minas,2014/2015,7.17,7.42,7.17,7.25,7.25,7.33,10,10,10,7.33,0.1,None
Arabica,Nicaragua,matagalpa,2013,7.33,7.08,7.25,7,7.5,7.42,10,10,10,7.33,0.1,Green
Arabica,Guatemala,jalapa,2014,7.58,7.42,6.92,7.5,7.25,7.17,10,10,10,7.08,0.12,Green
Arabica,Taiwan,nantou,2013/2014,7.25,7.17,7.08,7.08,7.08,8.08,10,10,10,7.17,0.11,Green
Arabica,Taiwan,new taipei zhonghe 新北市中和區,2013/2014,7.42,7.25,7.25,7.25,7.25,7.25,10,10,10,7.25,0.11,Green
Arabica,Mexico,ixhuatlan del cafe,2012,7.58,7.33,7.08,7.5,7.17,7.25,10,10,10,7,0.13,Green
Arabica,Laos,"paksong,laos",2016,7.42,7.33,7.17,7.17,7.17,7.25,10,10,10,7.33,0,Green
Arabica,Guatemala,orient,2013,7.67,7.25,7.08,7.33,7.17,7.25,10,10,10,7.08,0.11,Green
Arabica,Mexico,motozintla,2012,7.17,7.08,7.25,7.42,7.25,7.33,10,10,10,7.33,0.13,Green
Arabica,Mexico,oaxaca,2012,7.33,7.25,7.33,7.33,7.25,7.17,10,10,10,7.17,0.11,Green
Arabica,Mexico,veracruz,2012,7.5,7.17,7.33,7.25,7.17,7.17,10,10,10,7.25,0.13,Green
Arabica,United States (Hawaii),kona,2012,7.42,7.33,7,7.25,7.33,7.5,10,10,10,7,0.1,Blue-Green
Arabica,Brazil,monte carmelo,2015/2016,7.17,7.25,7.08,7.17,7.25,7.58,10,10,10,7.25,0,Green
Arabica,Myanmar,ywar ngan,2015,6.92,7.5,7,7.58,7.5,7.08,10,10,10,7.17,0,Green
Arabica,Guatemala,huehuetenango,2015,7.5,7.33,7,7.42,7.17,7.17,10,10,10,7.17,0.12,Green
Arabica,Nicaragua,jinotega,2015,7.25,7.25,7.17,7.25,7.33,7.25,10,10,10,7.25,0.12,Green
Arabica,Honduras,"siguatepeque, comayagua",2015,7.5,7.33,7,7.42,7.25,7.17,10,10,10,7.08,0.11,Green
Arabica,Panama,boquete,2014,7.25,7.33,7.17,7.33,7.33,7.17,10,10,10,7.17,0.11,Green
Arabica,Honduras,marcala,2015,7.42,7.17,7.08,7.42,7.25,7.25,10,10,10,7.17,0.09,Green
Arabica,Honduras,central region,2015,7.25,7.33,7.08,7.5,7.25,7.33,10,10,10,7,0.13,Green
Arabica,Costa Rica,san ramon,2014,7.33,7.33,7.25,7.25,7.17,7.17,10,10,10,7.25,0.11,Green
Arabica,Mexico,oaxaca,2012,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10,7.5,0.11,Green
Arabica,Haiti,haiti,2012,7.42,7,7.42,7.25,7.08,7.33,10,10,10,7.25,0.12,Green
Arabica,United States (Hawaii),kona,2011,7.08,7.33,7.17,7.25,7.33,7.67,10,10,10,6.92,0.13,Bluish-Green
Arabica,Taiwan,taiwan,2016,7.33,7.08,7.08,7.08,7.42,7.33,10,10,10,7.33,0,Green
Arabica,Indonesia,sumatra brastagi,2015,7.58,7.42,7,7.67,7.5,7.5,9.33,9.33,10,7.33,0.13,Blue-Green
Arabica,Guatemala,antigua,2015/2016,7.67,7.42,6.83,7.17,7.42,7.17,10,10,10,7,0.11,Green
Arabica,Costa Rica,tarrazu,2015,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10,10,8,0.11,Blue-Green
Arabica,Malawi,southern- zomba,2014,7.5,7.25,7.17,7.17,7.25,7.17,10,10,10,7.17,0.12,Bluish-Green
Arabica,Mexico,"el desmoronado, talpan de allende jalisco",2014,7.25,7.17,7.17,7.25,7.17,7.42,10,10,10,7.25,0.12,Green
Arabica,Guatemala,"san lucas toliman, solola",2013,7.67,7.17,7,7.5,7,7,10,10,10,7.33,0.12,Green
Arabica,Guatemala,oriente,2012,7,7.33,7.5,7.33,7,7.33,10,10,10,7.17,0.11,Green
Arabica,Guatemala,oriente,2012,7,7.5,7.33,7.17,7.17,7.17,10,10,10,7.33,0.11,Green
Arabica,Brazil,monte carmelo,2016,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10,10,7.42,0.11,Green
Arabica,Nicaragua,nueva segovia,2016,7.08,7.5,7,7.25,7.42,7,10,10,10,7.33,0.11,Green
Arabica,"Tanzania, United Republic Of",arusha,2014,7.25,7.08,7.08,7.33,7.33,7.25,10,10,10,7.25,0.12,Bluish-Green
Arabica,Brazil,south of minas,2014/2015,7.42,7.25,7.33,7,7.08,7.25,10,10,10,7.25,0,Green
Arabica,Honduras,occidental,2014,7.5,7.17,7,7.42,7.33,7,10,10,10,7.17,0.11,Green
Arabica,Guatemala,huehuetenango,2014,7.17,7.42,6.83,7.5,7.17,7.25,10,10,10,7.25,0.11,Green
Arabica,Taiwan,taiwan,2017,7.17,7.17,7.17,7.42,7.17,7.25,10,10,10,7.17,0,Blue-Green
Arabica,Guatemala,santa rosa,2017,7.33,7.25,7.08,7.17,7.25,7.17,10,10,10,7.25,0.1,Green
Arabica,Honduras,ocotepeque,2017,7.58,7.33,7,7.17,7.33,7.08,10,10,10,7,0.11,Green
Arabica,Mauritius,chamarel (south west),2016,7.25,7.25,7.17,7.17,7.25,7.17,10,10,10,7.25,0.12,Green
Arabica,Brazil,vale da grama,2015/2016,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10,10,7.33,0.11,Green
Arabica,Myanmar,pyin oo lwin,2015,7.17,7.33,7.17,7.42,7.25,7.08,10,10,10,7.08,0,Green
Arabica,Guatemala,oriente,2014,7.5,7.17,6.83,7.5,7.17,7.17,10,10,10,7.17,0.11,Green
Arabica,Brazil,mantiqueira de minas,2013,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10,7.42,0.1,None
Arabica,United States (Hawaii),kona,2013,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10,10,7.17,0.11,Green
Arabica,Guatemala,huehuetenango,2013,7.5,7.5,7,7.67,7.17,7,10,10,10,6.67,0.12,Green
Arabica,Mexico,zaragoza itundujia,2012,7.25,7.25,7.08,7.33,7.25,7.17,10,10,10,7.17,0.15,None
